,idx,support,cnt,itemsets,sentence,api,len
0,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.adaptive_max_pool3d.yaml,2
1,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.empty_strided.yaml,2
2,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.empty_strided.yaml,2
3,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.arange.yaml,2
4,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.cholesky.yaml,2
5,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.quantized.functional.avg_pool2d.yaml,2
6,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.grid_sample.yaml,2
7,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.avg_pool1d.yaml,2
8,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.ones_like.yaml,2
9,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False` Infinite losses mainly occur when the inputs are too short to be aligned to the targets.,torch.nn.functional.ctc_loss.yaml,2
10,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.adaptive_max_pool1d.yaml,2
11,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.irfft.yaml,2
12,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.empty_like.yaml,2
13,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.hann_window.yaml,2
14,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default `False`.,torch.nn.functional.embedding.yaml,2
15,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.affine_grid.yaml,2
16,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.zeros_like.yaml,2
17,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.rand.yaml,2
18,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.adaptive_max_pool2d.yaml,2
19,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.fft.yaml,2
20,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.triangular_solve.yaml,2
21,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.triangular_solve.yaml,2
22,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.avg_pool2d.yaml,2
23,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.eye.yaml,2
24,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.dropout.yaml,2
25,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.randn_like.yaml,2
26,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.ifft.yaml,2
27,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.cholesky_solve.yaml,2
28,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.lu.yaml,2
29,542,0.029172644667623145,61,"frozenset({'false', 'default'})",whether to return an abbreviated summary (default: False).,torch.cuda.memory_summary.yaml,2
30,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.ones.yaml,2
31,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.randperm.yaml,2
32,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default is False.,torch.hub.load.yaml,2
33,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.max2.yaml,2
34,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default is False.,torch.hub.help.yaml,2
35,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: False,torch.utils.model_zoo.load_url.yaml,2
36,542,0.029172644667623145,61,"frozenset({'false', 'default'})",controls whether to return the normalized STFT results Default: `False`,torch.stft.yaml,2
37,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.dropout2d.yaml,2
38,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.linspace.yaml,2
39,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.autograd.grad.yaml,2
40,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.hamming_window.yaml,2
41,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.norm.yaml,2
42,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.blackman_window.yaml,2
43,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.dropout3d.yaml,2
44,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.bartlett_window.yaml,2
45,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.logspace.yaml,2
46,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.quantized.functional.interpolate.yaml,2
47,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.allclose.yaml,2
48,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.tensor.yaml,2
49,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.tensor.yaml,2
50,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.sparse_coo_tensor.yaml,2
51,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.zeros.yaml,2
52,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.randn.yaml,2
53,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False` target *  log(target) - target + 0.5 *  log(2 *  pi * target) .,torch.nn.functional.poisson_nll_loss.yaml,2
54,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.matrix_rank.yaml,2
55,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default is False.,torch.hub.list.yaml,2
56,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.rand_like.yaml,2
57,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.nn.functional.interpolate.yaml,2
58,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: False,torch.hub.load_state_dict_from_url.yaml,2
59,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`.,torch.full.yaml,2
60,542,0.029172644667623145,61,"frozenset({'false', 'default'})",Default: `False`,torch.rfft.yaml,2
61,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.empty_strided.yaml,10
62,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.arange.yaml,10
63,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.hann_window.yaml,10
64,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.rand.yaml,10
65,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.eye.yaml,10
66,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.ones.yaml,10
67,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.randperm.yaml,10
68,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.triu_indices.yaml,10
69,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.tril_indices.yaml,10
70,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.linspace.yaml,10
71,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.hamming_window.yaml,10
72,504,0.016260162601626018,20,"frozenset({'set_default_tensor_type', 'none', 'see', 'tensor', 'uses', 'type', 'default', 'current', 'torch', 'SOME_DTYPE'})","Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`).",torch.blackman_window.yaml,10
