,idx,support,cnt,itemsets,sentence,api,len
0,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.group.yaml,3
1,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.conv1d.yaml,3
2,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.zero_fraction.yaml,3
3,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.linalg.band_part.yaml,3
4,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.nn.xw_plus_b.yaml,3
5,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.sparse.mask.yaml,3
6,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.image.extract_glimpse.yaml,3
7,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.compat.v1.nn.fused_batch_norm.yaml,3
8,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.ragged.placeholder.yaml,3
9,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.depth_to_space.yaml,3
10,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.reciprocal.yaml,3
11,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.xlogy.yaml,3
12,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.unsorted_segment_max.yaml,3
13,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.space_to_depth.yaml,3
14,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.image.encode_png.yaml,3
15,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.reduce_max.yaml,3
16,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.bessel_i0e.yaml,3
17,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.quantization.dequantize.yaml,3
18,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.split.yaml,3
19,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.debugging.assert_rank_at_least.yaml,3
20,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.local_response_normalization.yaml,3
21,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.tensor_scatter_nd_add.yaml,3
22,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.random.stateless_truncated_normal.yaml,3
23,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.bitcast.yaml,3
24,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",(optional) A name to use as a `name_scope` for the operation.,tf.tuple.yaml,3
25,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.scatter_nd_update.yaml,3
26,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.nn.conv1d.yaml,3
27,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.linalg.diag_part.yaml,3
28,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.concat.yaml,3
29,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.random.fixed_unigram_candidate_sampler.yaml,3
30,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.zeta.yaml,3
31,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.nn.conv3d.yaml,3
32,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.linalg.solve.yaml,3
33,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.max_pool_with_argmax.yaml,3
34,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.tanh.yaml,3
35,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.image.non_max_suppression_overlaps.yaml,3
36,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.nce_loss.yaml,3
37,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})", Optional name of the operation.,tf.compat.v1.train.inverse_time_decay.yaml,3
38,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",An optional name for the operation.,tf.signal.overlap_and_add.yaml,3
39,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.nn.crelu.yaml,3
40,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",Optional name for the operation.,tf.nn.avg_pool2d.yaml,3
41,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.random.shuffle.yaml,3
42,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.reciprocal_no_nan.yaml,3
43,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.lbeta.yaml,3
44,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.sparse_segment_sum.yaml,3
45,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",An optional name for the operation.,tf.signal.idct.yaml,3
46,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.polyval.yaml,3
47,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.relu6.yaml,3
48,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.random.stateless_normal.yaml,3
49,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})", Optional name of the operation.,tf.compat.v1.train.noisy_linear_cosine_decay.yaml,3
50,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.scalar_mul.yaml,3
51,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.image.resize.yaml,3
52,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.multiply_no_nan.yaml,3
53,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})","string, optional name of the operation.",tf.eig.yaml,3
54,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.scatter_nd_sub.yaml,3
55,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.io.serialize_tensor.yaml,3
56,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.conv3d.yaml,3
57,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.strings.substr.yaml,3
58,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.sparse.split.yaml,3
59,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.cast.yaml,3
60,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.fractional_avg_pool.yaml,3
61,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.broadcast_to.yaml,3
62,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.image.total_variation.yaml,3
63,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.sigmoid.yaml,3
64,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.is_nan.yaml,3
65,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.nn.max_pool_with_argmax.yaml,3
66,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.clip_by_value.yaml,3
67,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.timestamp.yaml,3
68,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.strings.to_hash_bucket_strong.yaml,3
69,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.debugging.assert_greater.yaml,3
70,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.sign.yaml,3
71,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.strings.length.yaml,3
72,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.conv_transpose.yaml,3
73,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.debugging.assert_rank.yaml,3
74,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.image.convert_image_dtype.yaml,3
75,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.image.adjust_saturation.yaml,3
76,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.sqrt.yaml,3
77,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",Optional name for the operation.,tf.nn.avg_pool.yaml,3
78,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.add_n.yaml,3
79,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.strings.to_hash_bucket.yaml,3
80,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.dtypes.complex.yaml,3
81,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.unstack.yaml,3
82,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.nn.log_poisson_loss.yaml,3
83,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.image.rgb_to_hsv.yaml,3
84,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",Optional name for the operation.,tf.random.categorical.yaml,3
85,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.signal.fft3d.yaml,3
86,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.linalg.trace.yaml,3
87,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.accumulate_n.yaml,3
88,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.train.sdca_fprint.yaml,3
89,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.random.stateless_uniform.yaml,3
90,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",optional name of the operation.,tf.sparse.maximum.yaml,3
91,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.log1p.yaml,3
92,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.erfinv.yaml,3
93,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.assign_add.yaml,3
94,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.floordiv.yaml,3
95,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.linalg.tensor_diag_part.yaml,3
96,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.reduce_min.yaml,3
97,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.igamma.yaml,3
98,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.io.encode_base64.yaml,3
99,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.compat.v1.assert_rank_in.yaml,3
100,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.math.greater_equal.yaml,3
101,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.compat.v1.reduce_sum.yaml,3
102,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.tensor_scatter_nd_update.yaml,3
103,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.compat.v1.linalg.l2_normalize.yaml,3
104,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for the operation (optional).,tf.image.draw_bounding_boxes.yaml,3
105,53,0.06208863536638877,562,"frozenset({'optional', 'name', 'operation'})",A name for this operation (optional).,tf.debugging.assert_less.yaml,3
