,idx,support,cnt,itemsets,sentence,api,len
0,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for this operation (optional).,tf.group.yaml,2
1,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.conv1d.yaml,2
2,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name scope for the associated operations (optional).,tf.math.reduce_std.yaml,2
3,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.zero_fraction.yaml,2
4,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.linalg.band_part.yaml,2
5,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.nn.xw_plus_b.yaml,2
6,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.sparse.mask.yaml,2
7,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operations (optional).,tf.io.match_filenames_once.yaml,2
8,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.image.extract_glimpse.yaml,2
9,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for this operation (optional).,tf.compat.v1.nn.fused_batch_norm.yaml,2
10,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.ragged.placeholder.yaml,2
11,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.depth_to_space.yaml,2
12,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.reciprocal.yaml,2
13,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.xlogy.yaml,2
14,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional scope name for filtering the losses to return.,tf.compat.v1.losses.get_regularization_losses.yaml,2
15,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional variable_scope name.,tf.compat.v1.metrics.false_positives_at_thresholds.yaml,2
16,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.unsorted_segment_max.yaml,2
17,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.space_to_depth.yaml,2
18,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.image.encode_png.yaml,2
19,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.reduce_max.yaml,2
20,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name for the returned tensor.,tf.nn.conv2d_transpose.yaml,2
21,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name of the checkpoint file.,tf.train.get_checkpoint_state.yaml,2
22,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.bessel_i0e.yaml,2
23,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.quantization.dequantize.yaml,2
24,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.split.yaml,2
25,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for this operation (optional).,tf.debugging.assert_rank_at_least.yaml,2
26,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.local_response_normalization.yaml,2
27,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.tensor_scatter_nd_add.yaml,2
28,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.random.stateless_truncated_normal.yaml,2
29,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name prefix for the return tensor.,tf.compat.v1.delete_session_tensor.yaml,2
30,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.bitcast.yaml,2
31,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",(optional) A name to use as a `name_scope` for the operation.,tf.tuple.yaml,2
32,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.scatter_nd_update.yaml,2
33,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.nn.conv1d.yaml,2
34,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.linalg.diag_part.yaml,2
35,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.concat.yaml,2
36,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.random.fixed_unigram_candidate_sampler.yaml,2
37,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name for the op.,tf.sparse.cross.yaml,2
38,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.zeta.yaml,2
39,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.nn.conv3d.yaml,2
40,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name to give this `Op` (optional).,tf.linalg.adjoint.yaml,2
41,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.linalg.solve.yaml,2
42,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.max_pool_with_argmax.yaml,2
43,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name for the returned tensor.,tf.compat.v1.nn.conv2d_transpose.yaml,2
44,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.tanh.yaml,2
45,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.image.non_max_suppression_overlaps.yaml,2
46,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.nce_loss.yaml,2
47,252,0.07481351469942957,682,"frozenset({'optional', 'name'})", Optional name of the operation.,tf.compat.v1.train.inverse_time_decay.yaml,2
48,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional name for the operation.,tf.signal.overlap_and_add.yaml,2
49,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.nn.crelu.yaml,2
50,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name for the operation.,tf.nn.avg_pool2d.yaml,2
51,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.random.shuffle.yaml,2
52,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.reciprocal_no_nan.yaml,2
53,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.lbeta.yaml,2
54,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.sparse_segment_sum.yaml,2
55,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional name for the operation.,tf.signal.idct.yaml,2
56,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.polyval.yaml,2
57,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.relu6.yaml,2
58,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.random.stateless_normal.yaml,2
59,252,0.07481351469942957,682,"frozenset({'optional', 'name'})", Optional name of the operation.,tf.compat.v1.train.noisy_linear_cosine_decay.yaml,2
60,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.scalar_mul.yaml,2
61,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for this operation (optional).,tf.image.resize.yaml,2
62,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name prefix for the returned tensors (optional),tf.sparse.reorder.yaml,2
63,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.multiply_no_nan.yaml,2
64,252,0.07481351469942957,682,"frozenset({'optional', 'name'})","string, optional name of the operation.",tf.eig.yaml,2
65,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.scatter_nd_sub.yaml,2
66,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name to give this `Op` (optional).,tf.linalg.tridiagonal_solve.yaml,2
67,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",Optional name for the op.,tf.sparse.cross_hashed.yaml,2
68,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.io.serialize_tensor.yaml,2
69,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.conv3d.yaml,2
70,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional variable_scope name.,tf.compat.v1.metrics.true_negatives.yaml,2
71,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.strings.substr.yaml,2
72,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.sparse.split.yaml,2
73,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.cast.yaml,2
74,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name prefix for the returned tensor (optional).,tf.ragged.boolean_mask.yaml,2
75,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.nn.fractional_avg_pool.yaml,2
76,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.broadcast_to.yaml,2
77,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.image.total_variation.yaml,2
78,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.sigmoid.yaml,2
79,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.is_nan.yaml,2
80,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.nn.max_pool_with_argmax.yaml,2
81,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for prefixing the operations (optional).,tf.compat.v1.sparse_placeholder.yaml,2
82,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name prefix for the returned tensor (optional).,tf.ragged.row_splits_to_segment_ids.yaml,2
83,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional variable_scope name.,tf.compat.v1.metrics.sensitivity_at_specificity.yaml,2
84,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.clip_by_value.yaml,2
85,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.timestamp.yaml,2
86,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.strings.to_hash_bucket_strong.yaml,2
87,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for this operation (optional).,tf.debugging.assert_greater.yaml,2
88,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.math.sign.yaml,2
89,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",A name for the operation (optional).,tf.compat.v1.strings.length.yaml,2
90,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",An optional variable_scope name.,tf.compat.v1.metrics.mean.yaml,2
91,252,0.07481351469942957,682,"frozenset({'optional', 'name'})",(Optional.) A name to use if a new `Tensor` is created.,tf.compat.v1.convert_to_tensor_or_indexed_slices.yaml,2
