,idx,support,cnt,itemsets,sentence,api,len
0,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",whether the output tensor has `dim` retained or not.,torch.std2.yaml,2
1,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.std2.yaml,2
2,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.bitwise_xor.yaml,2
3,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.real.yaml,2
4,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.addcdiv.yaml,2
5,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.log1p.yaml,2
6,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",whether the output tensor has `dim` retained or not.,torch.prod2.yaml,2
7,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.bernoulli.yaml,2
8,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the shape of the output tensor,torch.empty_strided.yaml,2
9,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the strides of the output tensor,torch.empty_strided.yaml,2
10,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.pow.yaml,2
11,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.exp.yaml,2
12,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})","the result tuple of two output tensors (values, indices)",torch.cummax.yaml,2
13,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",whether the output tensor has `dim` retained or not.,torch.mean2.yaml,2
14,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.mean2.yaml,2
15,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.arange.yaml,2
16,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.ceil.yaml,2
17,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",whether the output tensor has `dim` retained or not.,torch.sum2.yaml,2
18,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.min22.yaml,2
19,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.lerp.yaml,2
20,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the shape of the output tensor,torch.as_strided.yaml,2
21,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the offset in the underlying storage of the output tensor,torch.as_strided.yaml,2
22,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the stride of the output tensor,torch.as_strided.yaml,2
23,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.max22.yaml,2
24,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the size of `input` will determine size of the output tensor.,torch.ones_like.yaml,2
25,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor containing indices,torch.nonzero.yaml,2
26,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.sinh.yaml,2
27,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensors,torch.eig.yaml,2
28,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",This argument is optional when `func`'s output contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vjp.yaml,2
29,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.erf.yaml,2
30,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.neg.yaml,2
31,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.baddbmm.yaml,2
32,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor that must be a BoolTensor,torch.le.yaml,2
33,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.nn.functional.normalize.yaml,2
34,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.diag.yaml,2
35,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",It should contain correctly-sized tensors to be used for output of the collective.,torch.distributed.all_gather.yaml,2
36,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.mv.yaml,2
37,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.addr.yaml,2
38,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.sigmoid.yaml,2
39,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.fmod.yaml,2
40,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.pow2.yaml,2
41,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the size of `input` will determine size of the output tensor.,torch.empty_like.yaml,2
42,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor that must be a BoolTensor,torch.gt.yaml,2
43,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor that must be a BoolTensor,torch.ne.yaml,2
44,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.erfinv.yaml,2
45,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.addbmm.yaml,2
46,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})","the result tuple of two output tensors (values, indices)",torch.cummin.yaml,2
47,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.bitwise_and.yaml,2
48,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})","the output tuple of (Tensor, LongTensor) that can be optionally given to be used as output buffers",torch.topk.yaml,2
49,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.reciprocal.yaml,2
50,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the size of `input` will determine size of the output tensor.,torch.zeros_like.yaml,2
51,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.cos.yaml,2
52,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.masked_select.yaml,2
53,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",whether the output tensor has `dim` retained or not.,torch.min2.yaml,2
54,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})","the tuple of two output tensors (min, min_indices)",torch.min2.yaml,2
55,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.angle.yaml,2
56,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.erfc.yaml,2
57,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",a sequence of integers defining the shape of the output tensor.,torch.rand.yaml,2
58,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.rand.yaml,2
59,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.round.yaml,2
60,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.polygamma.yaml,2
61,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.cross.yaml,2
62,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",whether the output tensor has `dim` retained or not.,torch.argmin2.yaml,2
63,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.acos.yaml,2
64,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.eye.yaml,2
65,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the output tensor.,torch.addmm.yaml,2
66,79,0.0784313725490196,164,"frozenset({'tensor', 'output'})",the size of `input` will determine size of the output tensor.,torch.randn_like.yaml,2
