,idx,freq,sequence,sentence,api,len
0,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.random_pdf_exponential.yaml,2
1,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.dot.yaml,2
2,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.all_finite.yaml,2
3,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.max.yaml,2
4,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.ctc_loss.yaml,2
5,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.fix.yaml,2
6,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.elemwise_add.yaml,2
7,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.image.normalize.yaml,2
8,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.min.yaml,2
9,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.random_uniform.yaml,2
10,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.contrib.interleaved_matmul_selfatt_qk.yaml,2
11,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.broadcast_add.yaml,2
12,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.contrib.quantized_conv.yaml,2
13,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.contrib.interleaved_matmul_encdec_qk.yaml,2
14,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.arcsinh.yaml,2
15,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.contrib.dequantize.yaml,2
16,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.sum_axis.yaml,2
17,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.l2normalization.yaml,2
18,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.sequencereverse.yaml,2
19,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.contrib.ndarray.index_copy.yaml,2
20,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.sparse.sgd_mom_update.yaml,2
21,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.image.crop.yaml,2
22,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.contrib.ndarray.group_adagrad_update.yaml,2
23,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.batchnorm.yaml,2
24,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.linalg.extracttrian.yaml,2
25,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.linalg.makediag.yaml,2
26,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.op.abs.yaml,2
27,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.sparse.sigmoid.yaml,2
28,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.contrib.ndarray.calibrate_entropy.yaml,2
29,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.contrib.box_non_maximum_suppression.yaml,2
30,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.stack.yaml,2
31,2,757,"['output', 'SOME_STRUCTURE']",The output NDArray to hold the result.,mxnet.ndarray.swapaxis.yaml,2
